GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GNW001
"G0500850","2000","US","3","7","Arkansas","05","Lonoke","085",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1983828425","94450249","Lonoke County","A","+34779050","-091912157","06",,,17397
"G0500870","2000","US","3","7","Arkansas","05","Madison","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2167336831","648241","Madison County","A","+36031137","-093730452","06",,,14736
"G0500890","2000","US","3","7","Arkansas","05","Marion","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1548040144","110451459","Marion County","A","+36291289","-092681404","06",,,14588
"G0500910","2000","US","3","7","Arkansas","05","Miller","091",,,,,"0",,,,,,,,,,,,,"8360","99","N","9999","9999","9",,,,,,,,,"1616097588","34967325","Miller County","A","+33384684","-093968079","06",,,16444
"G0500930","2000","US","3","7","Arkansas","05","Mississippi","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2326453080","55635025","Mississippi County","A","+35806751","-090030415","06",,,13978
"G0500950","2000","US","3","7","Arkansas","05","Monroe","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1571207189","38240567","Monroe County","A","+34732843","-091207816","06",,,13096
"G0500970","2000","US","3","7","Arkansas","05","Montgomery","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2022591566","50139601","Montgomery County","A","+34559133","-093643872","06",,,14668
"G0500990","2000","US","3","7","Arkansas","05","Nevada","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1605671916","2138354","Nevada County","A","+33689358","-093327444","06",,,14184
"G0501010","2000","US","3","7","Arkansas","05","Newton","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2131479507","550305","Newton County","A","+35967765","-093188458","06",,,13788
"G0501030","2000","US","3","7","Arkansas","05","Ouachita","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1897037646","18601184","Ouachita County","A","+33574007","-092861447","06",,,15118
"G0501050","2000","US","3","7","Arkansas","05","Perry","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1426937645","24678846","Perry County","A","+34982668","-092861630","06",,,16216
"G0501070","2000","US","3","7","Arkansas","05","Phillips","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1794011405","89657658","Phillips County","A","+34468372","-090761973","06",,,12288
"G0501090","2000","US","3","7","Arkansas","05","Pike","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1561784452","28160233","Pike County","A","+34177310","-093656805","06",,,15385
"G0501110","2000","US","3","7","Arkansas","05","Poinsett","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1962534369","14627018","Poinsett County","A","+35587012","-090603918","06",,,13087
"G0501130","2000","US","3","7","Arkansas","05","Polk","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2225780691","7876636","Polk County","A","+34485490","-094253631","06",,,14063
"G0501150","2000","US","3","7","Arkansas","05","Pope","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2102811754","48921339","Pope County","A","+35330478","-093084446","06",,,15918
"G0501170","2000","US","3","7","Arkansas","05","Prairie","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1672962375","77251283","Prairie County","A","+34807983","-091534077","06",,,15907
"G0501190","2000","US","3","7","Arkansas","05","Pulaski","119",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1996416793","95884135","Pulaski County","A","+34766541","-092294471","06",,,21466
"G0501210","2000","US","3","7","Arkansas","05","Randolph","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1688216567","10911454","Randolph County","A","+36315472","-090988939","06",,,14502
"G0501230","2000","US","3","7","Arkansas","05","St Francis","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1641628992","22169936","St. Francis County","A","+35015874","-090708841","06",,,12483
"G0501250","2000","US","3","7","Arkansas","05","Saline","125",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1873756910","18137769","Saline County","A","+34616381","-092636449","06",,,19214
"G0501270","2000","US","3","7","Arkansas","05","Scott","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2315138467","10909264","Scott County","A","+34880858","-094089691","06",,,13609
"G0501290","2000","US","3","7","Arkansas","05","Searcy","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1727908178","3519587","Searcy County","A","+35920954","-092688268","06",,,12536
"G0501310","2000","US","3","7","Arkansas","05","Sebastian","131",,,,,"0",,,,,,,,,,,,,"2720","99","N","9999","9999","9",,,,,,,,,"1388864138","25366668","Sebastian County","A","+35293916","-094351769","06",,,18424
"G0501330","2000","US","3","7","Arkansas","05","Sevier","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1460600945","45080895","Sevier County","A","+34016649","-094262899","06",,,14122
"G0501350","2000","US","3","7","Arkansas","05","Sharp","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1565267826","5158769","Sharp County","A","+36190062","-091498459","06",,,14143
"G0501370","2000","US","3","7","Arkansas","05","Stone","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1571066263","7344646","Stone County","A","+35874106","-092169912","06",,,14134
"G0501390","2000","US","3","7","Arkansas","05","Union","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2690745020","42392663","Union County","A","+33207179","-092612793","06",,,16063
"G0501410","2000","US","3","7","Arkansas","05","Van Buren","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1842811977","33166480","Van Buren County","A","+35565783","-092414162","06",,,16603
"G0501430","2000","US","3","7","Arkansas","05","Washington","143",,,,,"0",,,,,,,,,,,,,"2580","99","N","9999","9999","9",,,,,,,,,"2459756258","16296853","Washington County","A","+36051379","-094198684","06",,,17347
"G0501450","2000","US","3","7","Arkansas","05","White","145",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2678123867","21572200","White County","A","+35250106","-091730562","06",,,15890
"G0501470","2000","US","3","7","Arkansas","05","Woodruff","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1519193180","19400728","Woodruff County","A","+35196189","-091244090","06",,,13269
"G0501490","2000","US","3","7","Arkansas","05","Yell","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2403227487","54263565","Yell County","A","+35038510","-093362084","06",,,15383
"G0600010","2000","US","4","9","California","06","Alameda","001",,,,,"0",,,,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1910302974","216454242","Alameda County","A","+37716662","-122096151","06",,,26680
"G0600030","2000","US","4","9","California","06","Alpine","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1913008753","11842922","Alpine County","A","+38632506","-119888663","06",,,24431
"G0600050","2000","US","4","9","California","06","Amador","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1535775543","30367858","Amador County","A","+38428879","-120715248","06",,,22412
"G0600070","2000","US","4","9","California","06","Butte","007",,,,,"0",,,,,,,,,,,,,"1620","99","N","9999","9999","9",,,,,,,,,"4246255361","97428420","Butte County","A","+39648354","-121646310","06",,,17517
"G0600090","2000","US","4","9","California","06","Calaveras","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2641887224","43527582","Calaveras County","A","+38167573","-120557245","06",,,21420
"G0600110","2000","US","4","9","California","06","Colusa","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2980234877","14359155","Colusa County","A","+39187495","-122152389","06",,,14730
"G0600130","2000","US","4","9","California","06","Contra Costa","013",,,,,"0",,,,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1864651611","212906588","Contra Costa County","A","+37942423","-122060886","06",,,30615
"G0600150","2000","US","4","9","California","06","Del Norte","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2610221532","574823230","Del Norte County","A","+41735225","-124113924","06",,,14573
"G0600170","2000","US","4","9","California","06","El Dorado","017",,,,,"0",,,,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"4431073269","200075503","El Dorado County","A","+38768651","-120571902","06",,,25560
"G0600190","2000","US","4","9","California","06","Fresno","019",,,,,"0",,,,,,,,,,,,,"2840","99","N","9999","9999","9",,,,,,,,,"15443387242","141660122","Fresno County","A","+36638374","-119903470","06",,,15495
"G0600210","2000","US","4","9","California","06","Glenn","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3405298392","32019600","Glenn County","A","+39630023","-122291407","06",,,14069
"G0600230","2000","US","4","9","California","06","Humboldt","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"9252700018","1242513384","Humboldt County","A","+40747403","-123988265","06",,,17203
"G0600250","2000","US","4","9","California","06","Imperial","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"10812506906","795121274","Imperial County","A","+32963098","-115487593","06",,,13239
"G0600270","2000","US","4","9","California","06","Inyo","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"26425906085","61843146","Inyo County","A","+36709037","-117693329","06",,,19639
"G0600290","2000","US","4","9","California","06","Kern","029",,,,,"0",,,,,,,,,,,,,"0680","99","N","9999","9999","9",,,,,,,,,"21085000353","52980904","Kern County","A","+35296023","-118683344","06",,,15760
"G0600310","2000","US","4","9","California","06","Kings","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3602654510","1291278","Kings County","A","+36155141","-119811272","06",,,15848
"G0600330","2000","US","4","9","California","06","Lake","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3258098255","185236984","Lake County","A","+39023264","-122751791","06",,,16825
"G0600350","2000","US","4","9","California","06","Lassen","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11803267612","422439110","Lassen County","A","+40612365","-120720234","06",,,14749
"G0600370","2000","US","4","9","California","06","Los Angeles","037",,,,,"0",,,,,,,,,,,,,"4472","49","N","4480","9999","9",,,,,,,,,"10517607254","1790852700","Los Angeles County","A","+34088510","-118234216","06",,,20683
"G0600390","2000","US","4","9","California","06","Madera","039",,,,,"0",,,,,,,,,,,,,"2840","99","N","9999","9999","9",,,,,,,,,"5531855540","45223370","Madera County","A","+37035073","-120032438","06",,,14682
"G0600410","2000","US","4","9","California","06","Marin","041",,,,,"0",,,,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1346283474","798731740","Marin County","A","+37985723","-122575951","06",,,44962
"G0600430","2000","US","4","9","California","06","Mariposa","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3758384025","30217838","Mariposa County","A","+37595471","-120003539","06",,,18190
"G0600450","2000","US","4","9","California","06","Mendocino","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"9088191116","956135793","Mendocino County","A","+39363102","-123430217","06",,,19443
"G0600470","2000","US","4","9","California","06","Merced","047",,,,,"0",,,,,,,,,,,,,"4940","99","N","9999","9999","9",,,,,,,,,"4995295707","111833232","Merced County","A","+37245783","-120674118","06",,,14257
"G0600490","2000","US","4","9","California","06","Modoc","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"10215163611","671524702","Modoc County","A","+41527360","-120790625","06",,,17285
"G0600510","2000","US","4","9","California","06","Mono","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7884956227","226369633","Mono County","A","+37853807","-118961375","06",,,23422
"G0600530","2000","US","4","9","California","06","Monterey","053",,,,,"0",,,,,,,,,,,,,"7120","99","N","9999","9999","9",,,,,,,,,"8603818751","1163213553","Monterey County","A","+36450732","-121528953","06",,,20165
"G0600550","2000","US","4","9","California","06","Napa","055",,,,,"0",,,,,,,,,,,,,"7362","84","N","8720","9999","9",,,,,,,,,"1952160868","89443626","Napa County","A","+38353762","-122332133","06",,,26395
"G0600570","2000","US","4","9","California","06","Nevada","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2480205755","43715169","Nevada County","A","+39270775","-120814268","06",,,24007
